@W: CD645 :"C:\Users\Tommaso Peduzzi\Documents\GitHub\16-bit-RISC-processor\fpga\component\work\cpu\cpu.vhd":12:8:12:13|Ignoring undefined library fusion
@W: CD642 :"C:\Users\Tommaso Peduzzi\Documents\GitHub\16-bit-RISC-processor\fpga\component\work\cpu\cpu.vhd":13:14:13:14|Ignoring use clause - library fusion not found ...
@W: CG296 :"C:\Users\Tommaso Peduzzi\Documents\GitHub\16-bit-RISC-processor\fpga\hdl\pc.vhd":33:4:33:10|Incomplete sensitivity list; assuming completeness. Make sure all referenced variables in message CG290 are included in the sensitivity list.
@W: CG290 :"C:\Users\Tommaso Peduzzi\Documents\GitHub\16-bit-RISC-processor\fpga\hdl\pc.vhd":34:11:34:13|Referenced variable rst is not in sensitivity list.
@W: CL240 :"C:\Users\Tommaso Peduzzi\Documents\GitHub\16-bit-RISC-processor\fpga\hdl\control.vhd":65:4:65:14|Signal alu_lhs_sel is floating; a simulation mismatch is possible.
@W: CL240 :"C:\Users\Tommaso Peduzzi\Documents\GitHub\16-bit-RISC-processor\fpga\hdl\control.vhd":64:4:64:14|Signal alu_rhs_sel is floating; a simulation mismatch is possible.
@W: CL240 :"C:\Users\Tommaso Peduzzi\Documents\GitHub\16-bit-RISC-processor\fpga\hdl\control.vhd":61:4:61:15|Signal addr_reg_sel is floating; a simulation mismatch is possible.
@W: CL240 :"C:\Users\Tommaso Peduzzi\Documents\GitHub\16-bit-RISC-processor\fpga\hdl\control.vhd":60:4:60:14|Signal addr_sp_sel is floating; a simulation mismatch is possible.
@W: CL240 :"C:\Users\Tommaso Peduzzi\Documents\GitHub\16-bit-RISC-processor\fpga\hdl\control.vhd":59:4:59:14|Signal addr_pc_sel is floating; a simulation mismatch is possible.
@W: CL240 :"C:\Users\Tommaso Peduzzi\Documents\GitHub\16-bit-RISC-processor\fpga\hdl\control.vhd":56:4:56:17|Signal main_reg_m_sel is floating; a simulation mismatch is possible.
@W: CL240 :"C:\Users\Tommaso Peduzzi\Documents\GitHub\16-bit-RISC-processor\fpga\hdl\control.vhd":55:4:55:17|Signal main_reg_l_sel is floating; a simulation mismatch is possible.
@W: CL240 :"C:\Users\Tommaso Peduzzi\Documents\GitHub\16-bit-RISC-processor\fpga\hdl\control.vhd":54:4:54:15|Signal main_reg_sel is floating; a simulation mismatch is possible.
@W: CL240 :"C:\Users\Tommaso Peduzzi\Documents\GitHub\16-bit-RISC-processor\fpga\hdl\control.vhd":53:4:53:15|Signal main_mem_sel is floating; a simulation mismatch is possible.
@W: CL240 :"C:\Users\Tommaso Peduzzi\Documents\GitHub\16-bit-RISC-processor\fpga\hdl\control.vhd":52:4:52:15|Signal main_alu_sel is floating; a simulation mismatch is possible.
@W: CL240 :"C:\Users\Tommaso Peduzzi\Documents\GitHub\16-bit-RISC-processor\fpga\hdl\control.vhd":49:4:49:11|Signal reg_we_m is floating; a simulation mismatch is possible.
@W: CL240 :"C:\Users\Tommaso Peduzzi\Documents\GitHub\16-bit-RISC-processor\fpga\hdl\control.vhd":48:4:48:11|Signal reg_we_l is floating; a simulation mismatch is possible.
@W: CL240 :"C:\Users\Tommaso Peduzzi\Documents\GitHub\16-bit-RISC-processor\fpga\hdl\control.vhd":47:4:47:9|Signal reg_we is floating; a simulation mismatch is possible.
@W: CL240 :"C:\Users\Tommaso Peduzzi\Documents\GitHub\16-bit-RISC-processor\fpga\hdl\control.vhd":45:4:45:9|Signal alu_op is floating; a simulation mismatch is possible.
@W: CL240 :"C:\Users\Tommaso Peduzzi\Documents\GitHub\16-bit-RISC-processor\fpga\hdl\control.vhd":43:4:43:10|Signal sp_decr is floating; a simulation mismatch is possible.
@W: CL240 :"C:\Users\Tommaso Peduzzi\Documents\GitHub\16-bit-RISC-processor\fpga\hdl\control.vhd":42:4:42:9|Signal sp_inc is floating; a simulation mismatch is possible.
@W: CL240 :"C:\Users\Tommaso Peduzzi\Documents\GitHub\16-bit-RISC-processor\fpga\hdl\control.vhd":40:4:40:10|Signal pc_load is floating; a simulation mismatch is possible.
@W: CL240 :"C:\Users\Tommaso Peduzzi\Documents\GitHub\16-bit-RISC-processor\fpga\hdl\control.vhd":39:4:39:9|Signal pc_inc is floating; a simulation mismatch is possible.
@W: CL240 :"C:\Users\Tommaso Peduzzi\Documents\GitHub\16-bit-RISC-processor\fpga\hdl\control.vhd":37:4:37:9|Signal mem_we is floating; a simulation mismatch is possible.
@W: CL240 :"C:\Users\Tommaso Peduzzi\Documents\GitHub\16-bit-RISC-processor\fpga\hdl\control.vhd":35:4:35:24|Signal control_latch_msb_imm is floating; a simulation mismatch is possible.
@W: CL240 :"C:\Users\Tommaso Peduzzi\Documents\GitHub\16-bit-RISC-processor\fpga\hdl\control.vhd":34:4:34:24|Signal control_latch_lsb_imm is floating; a simulation mismatch is possible.
@W: CL240 :"C:\Users\Tommaso Peduzzi\Documents\GitHub\16-bit-RISC-processor\fpga\hdl\control.vhd":33:4:33:20|Signal control_latch_op2 is floating; a simulation mismatch is possible.
@W: CL240 :"C:\Users\Tommaso Peduzzi\Documents\GitHub\16-bit-RISC-processor\fpga\hdl\control.vhd":32:4:32:27|Signal control_latch_opcode_op1 is floating; a simulation mismatch is possible.
@W: CL169 :"C:\Users\Tommaso Peduzzi\Documents\GitHub\16-bit-RISC-processor\fpga\hdl\control.vhd":69:29:69:29|Pruning unused register imm_7(15 downto 0). Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\Tommaso Peduzzi\Documents\GitHub\16-bit-RISC-processor\fpga\hdl\control.vhd":69:29:69:29|Pruning unused register op2_3(7 downto 0). Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\Tommaso Peduzzi\Documents\GitHub\16-bit-RISC-processor\fpga\hdl\control.vhd":69:29:69:29|Pruning unused register op1_3(2 downto 0). Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\Tommaso Peduzzi\Documents\GitHub\16-bit-RISC-processor\fpga\hdl\control.vhd":69:29:69:29|Pruning unused register opcode_3(4 downto 0). Make sure that there are no unused intermediate registers.
@W: CL169 :"C:\Users\Tommaso Peduzzi\Documents\GitHub\16-bit-RISC-processor\fpga\hdl\control.vhd":76:8:76:9|Pruning unused register step_3(30 downto 0). Make sure that there are no unused intermediate registers.
@W: CD274 :"C:\Users\Tommaso Peduzzi\Documents\GitHub\16-bit-RISC-processor\fpga\hdl\alu.vhd":35:12:35:15|Incomplete case statement - add more cases or a when others
@W: CL168 :"C:\Users\Tommaso Peduzzi\Documents\GitHub\16-bit-RISC-processor\fpga\component\work\cpu\cpu.vhd":621:0:621:3|Removing instance we_m because it does not drive other instances. To preserve this instance, use the syn_noprune synthesis directive.
@W: CL168 :"C:\Users\Tommaso Peduzzi\Documents\GitHub\16-bit-RISC-processor\fpga\component\work\cpu\cpu.vhd":612:0:612:3|Removing instance we_l because it does not drive other instances. To preserve this instance, use the syn_noprune synthesis directive.
@W: CL168 :"C:\Users\Tommaso Peduzzi\Documents\GitHub\16-bit-RISC-processor\fpga\component\work\cpu\cpu.vhd":603:0:603:1|Removing instance we because it does not drive other instances. To preserve this instance, use the syn_noprune synthesis directive.
@W: CL168 :"C:\Users\Tommaso Peduzzi\Documents\GitHub\16-bit-RISC-processor\fpga\component\work\cpu\cpu.vhd":592:0:592:8|Removing instance sp_inst_0 because it does not drive other instances. To preserve this instance, use the syn_noprune synthesis directive.
@W: CL168 :"C:\Users\Tommaso Peduzzi\Documents\GitHub\16-bit-RISC-processor\fpga\component\work\cpu\cpu.vhd":575:0:575:2|Removing instance rhs because it does not drive other instances. To preserve this instance, use the syn_noprune synthesis directive.
@W: CL168 :"C:\Users\Tommaso Peduzzi\Documents\GitHub\16-bit-RISC-processor\fpga\component\work\cpu\cpu.vhd":562:0:562:9|Removing instance register_7 because it does not drive other instances. To preserve this instance, use the syn_noprune synthesis directive.
